Name,Location,Locality,City,Cuisine,Rating,Votes,Cost
Elante Social,"Elante Mall,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"North Indian,  Continental,  American,  Chinese",4.5,48,1400
D Buzz,"Sector 8, East Chandigarh", East Chandigarh,Chandigarh,"North Indian,  Fast Food,  Pizza",2.9,6,600
Pizza Galleria,"Sector 22, Central Chandigarh", Central Chandigarh,Chandigarh,"Italian,  Pizza",3.0,12,400
The Reef,"Sector 7, East Chandigarh", East Chandigarh,Chandigarh,"North Indian,  Chinese,  Continental",4.1,138,1400
Roll Xpress,"Sector 15, North Chandigarh", North Chandigarh,Chandigarh,Fast Food,2.9,5,300
Chawla's 2,"Sector 22, Central Chandigarh", Central Chandigarh,Chandigarh,"North Indian,  Mughlai",3.8,51,1000
Subway,"Sector 11, North Chandigarh", North Chandigarh,Chandigarh,Health Food,4.0,1,500
Scola,"Inner Market,Sector 7, East Chandigarh", East Chandigarh,Chandigarh,"Multi-Cuisine,  Italian,  Continental,  Seafood,  Spanish",4.1,14,1700
Delhi Special Pranthe Wali Gali,"Sector 22, Central Chandigarh", Central Chandigarh,Chandigarh,North Indian,3.8,13,200
The Back Room,"The Toy Hotel,Sector 34, West Chandigarh", West Chandigarh,Chandigarh,"Continental,  Fast Food",4.5,19,2000
Bourbon Street Cafe,"Sector 36, West Chandigarh", West Chandigarh,Chandigarh,"Italian,  Continental",4.5,92,800
Illusion,"Sector 7, East Chandigarh", East Chandigarh,Chandigarh,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Mexican,  American",4.0,1,700
Terminal 7,"Sector 7, East Chandigarh", East Chandigarh,Chandigarh,"North Indian,  Chinese,  Continental,  Mexican,  American",3.9,52,1400
Kylin Experience,"Elante Mall,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"Asian,  Chinese,  Thai,  Japanese,  Malaysian",4.5,139,1800
Shree Sankalp,"Sector 26, East Chandigarh", East Chandigarh,Chandigarh,South Indian,4.3,45,700
Pizza Galleria,"Sector 27, South Chandigarh", South Chandigarh,Chandigarh,"Italian,  Pizza",4.0,9,400
Nukkar Dhaba,"Sector 22, Central Chandigarh", Central Chandigarh,Chandigarh,"North Indian,  Chinese,  South Indian",3.1,61,600
Cafe Delhi Heights,"Elante Mall,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"Continental,  American,  Modern Indian",4.6,205,1800
Biryani by Kilo,"Sector 30, South Chandigarh", South Chandigarh,Chandigarh,"Mughlai,  Biryani",4.2,117,700
Danbro Bakery,"Sector 26, East Chandigarh", East Chandigarh,Chandigarh,Bakery and Confectionary,4.5,11,300
Chaps-In,"Sector 34, West Chandigarh", West Chandigarh,Chandigarh,North Indian,4.4,18,600
Pizza Freakerz,"Sector 36, West Chandigarh", West Chandigarh,Chandigarh,"Fast Food,  Pizza,  Italian",5.0,1,500
Bargain Booze,"Sector 26, East Chandigarh", East Chandigarh,Chandigarh,"North Indian,  Chinese,  Italian,  Continental",4.2,165,1700
ASOD - A State of Dance,"Sector 26, East Chandigarh", East Chandigarh,Chandigarh,"Finger Food,  Multi-Cuisine",4.2,102,1200
The Snobb Cafe & Bar,"Sector 26, East Chandigarh", East Chandigarh,Chandigarh,"North Indian,  Finger Food",4.5,31,1200
Peddlers,"Hotel Heritage,Sector 35, West Chandigarh", West Chandigarh,Chandigarh,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",3.9,82,2000
Brew 35,"Sector 35, West Chandigarh", West Chandigarh,Chandigarh,"Fast Food,  Italian,  Mexican,  American",3.7,45,1000
Buffet Punjab Express,"Sector 7, East Chandigarh", East Chandigarh,Chandigarh,North Indian,2.8,12,1000
Roll Xpress,"Sector 36, West Chandigarh", West Chandigarh,Chandigarh,Fast Food,4.2,10,300
Swaadedesi,"Sector 35, West Chandigarh", West Chandigarh,Chandigarh,"Street Food,  Chaat",4.8,6,300
Guru Nanak Sweets,"Sector 37, West Chandigarh", West Chandigarh,Chandigarh,"North Indian,  Fast Food,  Mithai",5.0,1,250
DND - Daily Nutritional Diet,"Phase 3, Mohali", Mohali,Chandigarh,Health Food,5.0,4,400
Subway,"Sector 35, West Chandigarh", West Chandigarh,Chandigarh,Health Food,5.0,2,500
Mamagoto,"Elante Mall,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"Asian,  Chinese,  Thai,  Japanese",5.0,1,1500
Dice,"Naya Gaon, North Chandigarh", North Chandigarh,Chandigarh,"Italian,  Chinese,  Continental",3.8,4,600
Satva,"Sector 26, East Chandigarh", East Chandigarh,Chandigarh,"Finger Food,  North Indian,  Chinese",3.5,10,1800
Boathouse,"Elante Mall,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"Multi-Cuisine,  North Indian,  Continental,  Mexican,  Seafood,  Korean,  Pizza,  Sushi",4.2,215,1500
Zorica's Cafe,"Sector 37, West Chandigarh", West Chandigarh,Chandigarh,"Fast Food,  Desserts,  Drinks",4.3,4,500
The Gaur,"Sector 43, West Chandigarh", West Chandigarh,Chandigarh,"North Indian,  Chinese,  Continental",5.0,1,1400
Caldo's Pizza & Cafe,"Sector 35, West Chandigarh", West Chandigarh,Chandigarh,"Pizza,  Fast Food",4.4,46,600
United Coffee House Rewind,"Elante Mall,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"Multi-Cuisine,  North Indian,  Italian,  Mediterranean,  European,  Oriental ",4.3,127,1700
Mrs. Wong's,"Sector 35, West Chandigarh", West Chandigarh,Chandigarh,Asian,4.1,13,600
Subway,"Sector 32, South Chandigarh", South Chandigarh,Chandigarh,Health Food,5.0,3,500
Anna Dosa,"Naya Gaon, North Chandigarh", North Chandigarh,Chandigarh,South Indian,5.0,1,200
Flames,"Sector 32, South Chandigarh", South Chandigarh,Chandigarh,"North Indian,  Chinese",4.5,2,600
Barbeque Nation,"City Emporium Mall,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"Barbecue,  North Indian,  Chinese",4.3,74,1500
Cellar,"Hotel Sheronz,Sector 35, West Chandigarh", West Chandigarh,Chandigarh,"North Indian,  Chinese,  Continental",2.9,9,1500
M.O.B.E - Ministry of Bar Exchange,"Elante Mall,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,170,1500
38 Street,"Sector 38, West Chandigarh", West Chandigarh,Chandigarh,Fast Food,4.6,11,500
Pakka Tandoor,"Sector 19, East Chandigarh", East Chandigarh,Chandigarh,"North Indian,  Fast Food",1.0,2,600
City Buzz Reloaded,"The First Hotel,Sector 43, West Chandigarh", West Chandigarh,Chandigarh,"North Indian,  Chinese,  Mughlai",4.0,27,1500
Tamzaraa Kafe & Club,"Godrej Eternia,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",3.9,60,1600
Kailash Restaurant,"Sector 19, East Chandigarh", East Chandigarh,Chandigarh,"North Indian,  Chinese",1.0,3,600
Roll Xpress,"Sector 32, South Chandigarh", South Chandigarh,Chandigarh,Fast Food,3.3,4,300
Satva Skybar,"Elante Mall,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"Finger Food,  North Indian,  Chinese",4.4,84,800
Cinnabon,"Elante Mall,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"Bakery and Confectionary,  Desserts,  Fast Food",4.5,32,500
Kala Ghoda,"Elante Mall,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"North Indian,  Italian,  Continental",3.1,44,1500
Tucker's House,"Sector 32, South Chandigarh", South Chandigarh,Chandigarh,"Fast Food,  Italian",3.2,3,700
Urban Cafe,"Hyatt Regency,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"North Indian,  Continental",4.0,37,1800
Peacock Restaurant,"Hotel Rajshree,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"Multi-Cuisine,  North Indian,  Chinese,  Continental",5.0,2,1000
Flavour,"Hotel Hometel,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"North Indian,  Italian,  Continental,  Oriental ",4.1,12,1500
Piccante,"Hyatt Regency,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,Italian,4.5,2,2000
Bhatia 2 Sweets & Bakers,"Sector 40, West Chandigarh", West Chandigarh,Chandigarh,"North Indian,  Mithai,  South Indian",5.0,1,900
Pizza Garh,"Sector 30, South Chandigarh", South Chandigarh,Chandigarh,"Pizza,  Italian",3.6,5,300
Stage,"Hyatt Regency,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,Finger Food,4.4,2,1600
Chaayos,"Elante Mall,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"Tea,  Fast Food",4.3,18,500
Pashtun,"Elante Mall,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"North Indian,  Mughlai",3.8,42,1200
Chick Blast,"Sector 32, South Chandigarh", South Chandigarh,Chandigarh,"Burger,  Finger Food",3.0,2,400
Citrus Cafe,"Lemon Tree Hotel,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,"North Indian,  Chinese,  Continental",4.3,19,1800
Pizza Freakerz,"Sector 46, South Chandigarh", South Chandigarh,Chandigarh,"Fast Food,  Pizza",5.0,1,500
The Chandigarh Kitchen,"Sector 46, South Chandigarh", South Chandigarh,Chandigarh,"North Indian,  Chinese,  Fast Food",1.0,1,900
Classic Pizza,"Sector 37, West Chandigarh", West Chandigarh,Chandigarh,"Fast Food,  Pizza,  Italian",2.1,4,800
Soya Hub,"Sector 37, West Chandigarh", West Chandigarh,Chandigarh,Fast Food,1.6,5,300
Slounge,"Lemon Tree Hotel,Industrial Area Phase 1, South Chandigarh", South Chandigarh,Chandigarh,Finger Food,3.6,2,1700
Baithak,"Manimajra, South Chandigarh", South Chandigarh,Chandigarh,North Indian,4.1,106,1100
Subway,"Sector 46, South Chandigarh", South Chandigarh,Chandigarh,Health Food,4.0,3,500
Mom Baker's,"Sector 46, South Chandigarh", South Chandigarh,Chandigarh,"Fast Food,  Shakes",4.0,1,400
Guru Nanak Sweets,"Sector 46, South Chandigarh", South Chandigarh,Chandigarh,"North Indian,  Fast Food",3.3,3,600
Pizza Galleria,"Sector 40, West Chandigarh", West Chandigarh,Chandigarh,"Italian,  Pizza",2.8,9,400
Burger Point,"Sector 46, South Chandigarh", South Chandigarh,Chandigarh,"Fast Food,  Burger",3.0,1,400
The Jungle Bar,"Manimajra, South Chandigarh", South Chandigarh,Chandigarh,"North Indian,  Continental",4.0,51,1500
PunChin,"Hotel Cama,Sector 53, Mohali", Mohali,Chandigarh,"North Indian,  Chinese,  Continental",4.7,7,1600
Forest Hill Resort’s Green Emerald,"Naya Gaon, North Chandigarh", North Chandigarh,Chandigarh,"North Indian,  Chinese",4.1,30,2700
Sky Grill,"Glades Hotel,Sector 55, Mohali", Mohali,Chandigarh,"North Indian,  Continental",4.3,41,800
Falcon Cafe Lounge,"Sector 16, Panchkula", Panchkula,Chandigarh,"Italian,  Bakery and Confectionary,  Desserts",4.4,155,1200
Beer Castle,"Sector 8, Panchkula", Panchkula,Chandigarh,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian,  Fast Food",4.5,172,2000
Spice Route,"Glades Hotel,Sector 55, Mohali", Mohali,Chandigarh,"North Indian,  Continental,  Chinese,  Thai",4.0,9,1500
Puzzles,"The Cove,Sector 5, Panchkula", Panchkula,Chandigarh,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Oriental ",4.5,58,2000
The Chocolate Room,"Sector 59, Mohali", Mohali,Chandigarh,"Italian,  Mexican,  Desserts,  Fast Food",4.7,28,800
Super Donuts,"Phase 3, Mohali", Mohali,Chandigarh,"Fast Food,  Doughnuts,  Desserts,  Coffee",4.7,22,500
Prashadam Sweets & Restaurant,"Sector 7, Panchkula", Panchkula,Chandigarh,"North Indian,  Chinese,  Fast Food,  Mithai",4.4,23,700
Transform Diet,"Phase 7, Mohali", Mohali,Chandigarh,"Italian,  Health Food",5.0,3,500
Swag,"Phase 7, Mohali", Mohali,Chandigarh,Fast Food,4.7,16,500
Amigo's Cafe,"Phase 3, Mohali", Mohali,Chandigarh,"Fast Food,  Pizza,  Italian",4.4,11,500
Hotel Daawat,"Phase 5, Mohali", Mohali,Chandigarh,"North Indian,  Chinese,  Continental",5.0,1,1000
Swiss Lounge,"Sector 5, Panchkula", Panchkula,Chandigarh,North Indian,4.4,18,1200
Ocean View Restaurant,"Phase 7, Mohali", Mohali,Chandigarh,"North Indian,  Chinese,  Continental",4.5,14,900
ZanKou Chicken Roll,"Phase 3, Mohali", Mohali,Chandigarh,Fast Food,5.0,2,300
Roll Xpress,"Sector 7, Panchkula", Panchkula,Chandigarh,Fast Food,5.0,2,300
IL Forno Magico,"Phase 3, Mohali", Mohali,Chandigarh,"Chinese,  Fast Food,  Desserts",4.1,35,600
Cheezy Delight Pizza,"Phase 5, Mohali", Mohali,Chandigarh,"Fast Food,  Pizza,  Italian",4.6,6,600
O Chicken India - Oil Free Healthy Chicken,"Phase 5, Mohali", Mohali,Chandigarh,Health Food,4.5,8,1100
Curry N Kebab,"Mansa Devi Complex,Sector 5, Panchkula", Panchkula,Chandigarh,"North Indian,  Chinese",4.4,5,1000
Cake n Bake,"Phase 7, Mohali", Mohali,Chandigarh,"North Indian,  Desserts,  Chinese",3.7,3,700
Yo! China,"Sector 59, Mohali", Mohali,Chandigarh,Chinese,4.2,32,1300
SuperYum,"Phase 10, Mohali", Mohali,Chandigarh,"Fast Food,  Shakes",5.0,1,600
Subway,"Sector 70, Mohali", Mohali,Chandigarh,Health Food,5.0,1,500
Roll Kar De Yaar,"Phase 3, Mohali", Mohali,Chandigarh,Fast Food,3.5,2,200
Subway,"Phase 10, Mohali", Mohali,Chandigarh,Health Food,4.6,55,500
Shairana Cafe,"Chandigarh Road, Zirakpur", Zirakpur,Chandigarh,"Continental,  Asian",5.0,8,500
Baba Chicken,"Phase 10, Mohali", Mohali,Chandigarh,"North Indian,  Chinese,  Mughlai",4.4,2,800
Beans n Brewers,"Phase 10, Mohali", Mohali,Chandigarh,"Italian,  Continental",4.6,8,400
Burgflix,"Phase 10, Mohali", Mohali,Chandigarh,"Continental,  Fast Food",4.5,16,200
Masala Grill,"The Cove,Sector 5, Panchkula", Panchkula,Chandigarh,"North Indian,  Chinese",4.4,16,1500
Chugli,"Sector 5, Panchkula", Panchkula,Chandigarh,"Multi-Cuisine,  North Indian,  Italian,  European,  Asian",4.3,65,700
Guru Nanak,"Phase 10, Mohali", Mohali,Chandigarh,"North Indian,  Chinese",3.9,40,600
Yo! China,"Sector 9, Panchkula", Panchkula,Chandigarh,Chinese,4.3,64,1300
World Trail,"Sector 70, Mohali", Mohali,Chandigarh,"Italian,  Biryani",4.9,9,400
Subway,"Mansa Devi Complex,Sector 5, Panchkula", Panchkula,Chandigarh,Health Food,3.0,2,500
World Food Centre,"Phase 10, Mohali", Mohali,Chandigarh,"North Indian,  Fast Food",3.8,5,900
GOAT,"Sector 8, Panchkula", Panchkula,Chandigarh,"North Indian,  Italian,  Mexican,  Finger Food",3.7,6,1000
Captain Sam's,"Sector 70, Mohali", Mohali,Chandigarh,"Pizza,  Fast Food",3.7,29,700
Bisaat,"Sector 5, Panchkula", Panchkula,Chandigarh,"North Indian,  Mughlai",4.4,76,900
Cheeky Monkey - A Wholesale Bar,"Sector 8, Panchkula", Panchkula,Chandigarh,"North Indian,  Continental,  Chinese",3.8,12,1000
Terra,"Sector 5, Panchkula", Panchkula,Chandigarh,"North Indian,  Italian,  Chinese,  European",4.4,45,1200
Guru Nanak,"Sector 70, Mohali", Mohali,Chandigarh,"North Indian,  South Indian",4.3,4,600
Beans n Buns,"Sector 71, Mohali", Mohali,Chandigarh,Fast Food,4.4,4,700
Purple Frog,"Sector 9, Panchkula", Panchkula,Chandigarh,"North Indian,  Chinese,  Finger Food,  Continental",3.2,7,1500
Aqua Blue,"Hotel KC Cross Road,Sector 10, Panchkula", Panchkula,Chandigarh,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Oriental ",4.2,35,2500
Ethnic Coriander's Mint,"Bestech Square Mall,Phase 9, Mohali", Mohali,Chandigarh,"North Indian,  Continental,  Oriental ",4.6,18,1000
House Of Garden,"Sector 82, Mohali", Mohali,Chandigarh,Multi-Cuisine,4.6,70,1200
Twisted Barrel Microbrewery,"Sector 9, Panchkula", Panchkula,Chandigarh,"North Indian,  Oriental ,  Continental",3.4,17,1500
Daawat-E-Khaas,"Sector 67, Mohali", Mohali,Chandigarh,"North Indian,  Chinese,  Continental,  Italian,  Mughlai",4.3,10,1400
Pirates Of Grill,"VR Punjab Mall,Kharar road, Mohali", Mohali,Chandigarh,"North Indian,  Mughlai",4.2,102,1200
Nineteenth May,"Sector 67, Mohali", Mohali,Chandigarh,"Italian,  Fast Food",4.6,24,600
Angels & Grail,"Phase 9, Mohali", Mohali,Chandigarh,"North Indian,  Chinese,  Oriental ,  Seafood",4.1,5,1000
Burger Point,"Sector 67, Mohali", Mohali,Chandigarh,"Fast Food,  Burger",4.5,4,400
The Grand Dine,"Ramada Plaza,Ambala Road, Zirakpur", Zirakpur,Chandigarh,"North Indian,  Chinese,  Continental",4.1,29,1600
Saffron,"Regenta Almeida Zirakpur,Chandigarh Road, Zirakpur", Zirakpur,Chandigarh,"Multi-Cuisine,  North Indian,  Continental,  Mexican,  Oriental ",4.3,12,1600
Bada Saab's,"Phase 3, Mohali", Mohali,Chandigarh,"North Indian,  Chinese",1.0,1,800
Pizza Freakerz,"Sector 67, Mohali", Mohali,Chandigarh,"Fast Food,  Pizza",4.3,4,500
Mosaic,"Country Inn And Suites by Radisson Zirakpur,Ambala Road, Zirakpur", Zirakpur,Chandigarh,"North Indian,  Chinese,  Continental",4.5,34,2000
Highway Rasoi,"Kharar road, Mohali", Mohali,Chandigarh,"North Indian,  Chinese,  South Indian",4.3,26,600
Dumpling Hood,"Phase 3, Mohali", Mohali,Chandigarh,"Tibetan,  Fast Food",1.0,2,500
Serenade,"The Bella Vista Hotel,Sector 5, Panchkula", Panchkula,Chandigarh,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Oriental ",3.7,32,1200
The Cafe 24x7,"Regenta Almeida Zirakpur,Chandigarh Road, Zirakpur", Zirakpur,Chandigarh,"Fast Food,  Italian,  Continental",4.0,1,1000
Garam Dharam,"Kharar road, Mohali", Mohali,Chandigarh,North Indian,4.3,124,1200
Warehouse Cafe,"Kharar road, Mohali", Mohali,Chandigarh,"North Indian,  Continental,  Chinese",4.3,121,1700
Dialogue Cafe by Hotel Sapphire,"Ambala Road, Zirakpur", Zirakpur,Chandigarh,"North Indian,  European,  American",4.5,2,600
Dominic Pizza,"Sector 5, Panchkula", Panchkula,Chandigarh,"Italian,  Fast Food",4.0,1,500
JD's Cafe,"Sector 5, Panchkula", Panchkula,Chandigarh,Fast Food,4.0,1,400
Guru Nanak,"Sector 78, Mohali", Mohali,Chandigarh,"North Indian,  Chinese",5.0,2,400
Brew Waves,"VR Punjab Mall,Kharar road, Mohali", Mohali,Chandigarh,"North Indian,  Chinese,  Continental",4.3,20,1800
Kali Coffee,"Sector 20, Panchkula", Panchkula,Chandigarh,"Fast Food,  Health Food,  Coffee",5.0,8,500
Brew & Blend,"VR Punjab Mall,Kharar road, Mohali", Mohali,Chandigarh,"Desserts,  Coffee,  Fast Food",5.0,3,600
The Cozy Club Restaurant & Banquet,"Chandigarh Road, Zirakpur", Zirakpur,Chandigarh,"North Indian,  Chinese",4.4,9,700
Taco Bell,"V. R Mall,Phase 1, Mohali", Mohali,Chandigarh,"Mexican,  Tex Mex",4.4,29,500
Biryani by Kilo,"Sector 82, Mohali", Mohali,Chandigarh,"Mughlai,  Biryani",4.4,96,700
Club Hollywood BLVD,"Sector 82, Mohali", Mohali,Chandigarh,"North Indian,  Chinese,  Continental,  Mexican,  American",5.0,3,1300
Highway Inn,"Sector 82, Mohali", Mohali,Chandigarh,"North Indian,  Chinese",5.0,2,1200
Bar-O-Bar,"Country Inn And Suites by Radisson Zirakpur,Ambala Road, Zirakpur", Zirakpur,Chandigarh,Finger Food,2.0,1,1800
Tibits,"Kharar road, Mohali", Mohali,Chandigarh,"North Indian,  South Indian,  Chinese",4.2,5,700
The Brewmaster,"Kharar road, Mohali", Mohali,Chandigarh,Finger Food,4.6,5,1500
Baba Chicken,"Kharar road, Mohali", Mohali,Chandigarh,"North Indian,  Chinese",5.0,1,800
Subway,"Sector 20, Panchkula", Panchkula,Chandigarh,Health Food,4.8,5,500
Bareilly Ki Barfi,"Sector 82, Mohali", Mohali,Chandigarh,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Street Food",3.9,8,300
Pinxx,"Regenta Central Cassia,Lohgarh, Zirakpur", Zirakpur,Chandigarh,"North Indian,  Chinese,  Continental",4.6,20,2100
Windmill@Cassia (Rooftop Lounge),"Regenta Central Cassia,Lohgarh, Zirakpur", Zirakpur,Chandigarh,"North Indian,  Italian,  Continental",4.3,46,1500
Arista 24 x 7,"Kharar road, Mohali", Mohali,Chandigarh,"North Indian,  Chinese,  Oriental ",3.2,15,1000
Snakkers,"Kharar road, Mohali", Mohali,Chandigarh,Fast Food,4.8,5,500
Pro Brew Republic,"Sector 20, Panchkula", Panchkula,Chandigarh,"North Indian,  Chinese,  Continental,  Mexican,  American",3.5,22,1400
Downtown Bar & Restaurant,"Kharar road, Mohali", Mohali,Chandigarh,"North Indian,  Chinese",3.0,1,1000
Roll Xpress,"Sector 20, Panchkula", Panchkula,Chandigarh,Fast Food,2.2,3,300
Nutty Waffle,"VIP Road, Zirakpur", Zirakpur,Chandigarh,"Desserts,  Fast Food",5.0,1,700
Subway,"Chandigarh Road, Zirakpur", Zirakpur,Chandigarh,Health Food,5.0,2,500
10-11 Kitchen,"VIP Road, Zirakpur", Zirakpur,Chandigarh,North Indian,5.0,2,600
Mr. Singh's Kitchen,"Sector 20, Panchkula", Panchkula,Chandigarh,"North Indian,  Chinese",4.1,6,500
Rolls Mania,"VIP Road, Zirakpur", Zirakpur,Chandigarh,Fast Food,4.8,6,300
Hangry,"Hollywood Plaza,VIP Road, Zirakpur", Zirakpur,Chandigarh,"American,  Fast Food",4.5,13,400
Urban Thikana,"Hollywood Plaza,VIP Road, Zirakpur", Zirakpur,Chandigarh,"North Indian,  Italian",4.4,12,1200
European Bite,"Panchkula Shopping Complex,Dhakoli, Zirakpur", Zirakpur,Chandigarh,"Desserts,  Fast Food,  Waffle",3.6,4,400
Katani Dhaba,"VIP Road, Zirakpur", Zirakpur,Chandigarh,"North Indian,  Chinese,  South Indian",4.0,1,500
Captain Sam's,"Hollywood Plaza,VIP Road, Zirakpur", Zirakpur,Chandigarh,"Pizza,  Italian,  Fast Food",3.9,15,700
Lezzetli,"Kharar road, Mohali", Mohali,Chandigarh,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  South Indian",4.2,21,1300
Muglai - Ambala Wale,"Apple Heights,VIP Road, Zirakpur", Zirakpur,Chandigarh,"Mughlai,  Finger Food",3.5,2,300
The Barbeque Paradise,"Ambala Road, Zirakpur", Zirakpur,Chandigarh,"North Indian,  Chinese",4.1,28,1200
Nagpal Dhaba,"VIP Road, Zirakpur", Zirakpur,Chandigarh,"North Indian,  Chinese",2.6,5,600
Vintage Kitchen,"Ambala Road, Zirakpur", Zirakpur,Chandigarh,"North Indian,  Chinese,  Fast Food",4.6,47,1000
Qabila Restro Lounge,"Ambala Road, Zirakpur", Zirakpur,Chandigarh,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Asian",4.0,41,850
Benji Cafe,"Ambala Road, Zirakpur", Zirakpur,Chandigarh,"American,  Mexican,  Fast Food",3.4,8,800
