address,area,city,state,country,hotel_star_rating,pageurl,property_name,property_type,site_review_rating
"Trishla Resort, Vill Mungla P.O Gahidhar, Tehsil Banjar Distt kullu H.P.",Bhuntar,Kullu,Himachal Pradesh,India,2,http://www.goibibo.com/hotels/detail/Kullu/hn/8540125979677725647/6715668169708597658/na/hq/,Trishla Resort,Resort,5
"Beside TMC,Near APSRTC Bus Terminal (Next to SrinivasamTTD Complex), Tirumala Bye Pass Road,Tirupati",Main Town,Tirupati,Andhra Pradesh,India,2,http://www.goibibo.com/hotels/detail/Tirupati/hn/18688368793823515/2875950499930115278/na/hq/,V K Residency,Hotel,3.9
"Above UCO BANK, Ranipool bazaar",Ranipool Bazaar,Ranipool,Sikkim,India,0,http://www.goibibo.com/hotels/detail/Ranipool/hn/4309423553158555555/7442852216613941761/na/hq/,Travellers Inn Guesthouse,Guest House,
"No. 27, North Crescent Road, T.Nagar, Chennai",Chennai City Centre,Chennai,Tamil Nadu,India,3,http://www.goibibo.com/hotels/detail/Chennai/hn/4354390963378411938/5164564517999345953/na/hq/,Treebo Bluten,Hotel,4.1
"Pench Tiger Reserve,Village Turia, Pench Tiger Reserve,Village Turia , Madhya Pradesh",Kurai Seoni,Pench,Madhya Pradesh,India,1,http://www.goibibo.com/hotels/detail/Pench/hn/5625863579999999999/1028032893753960137/na/hq/,Tiger Valley Resort,Resort,2
"Bisra Road, Behind World of Titan Showroom",Bisra Road,Rourkela,Orissa,India,3,http://www.goibibo.com/hotels/detail/Rourkela/hn/2258194960531981962/4714452375991640833/na/hq/,The Regency Inn,Hotel,4.5
"#749,New Wada,Morjim,Pernem-Goa.",Other North Goa Beaches,Goa,Goa,India,0,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/7088889794687327141/na/hq/,The Verda Express ABA,Hotel,
"Near Radha Swami Satsang Dinod, Bhiwani,",Radha Swami Satsang Dinod,Bhiwani,Haryana,India,0,http://www.goibibo.com/hotels/detail/Bhiwani/hn/776713546466533194/4593287182955875032/na/hq/,Utsav Banquet and Motel,Motel,
"The Xanadu Resort,Village Talli Riyuni,PO Majkhali via Ranikhet,Distt. Almora",Majkhali,Ranikhet,Uttarakhand,India,3,http://www.goibibo.com/hotels/detail/Ranikhet/hn/1806671481785564467/6550895071529665395/na/hq/,The Xanadu Resort,Resort,3.2
"NH 12, Talawda,Baiora",Biaora,Rajgarh,Madhya Pradesh,India,0,http://www.goibibo.com/hotels/detail/Rajgarh/hn/5541054858861756909/8797943341782651181/na/hq/,Tourist Motel (Biaora),Motel,
"157, 1st Main, 2nd Cross, 1st Stage, Arekere, Mico Layout",Bannerghatta road,Bangalore,Karnataka,India,3,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/9214876824584576960/na/hq/,The Tavern,Service Apartment,
"C 56, G Block, Bandra Kurla Complex,Mumbai 400 051, India",Bandra,Mumbai,Maharashtra,India,5,http://www.goibibo.com/hotels/detail/Mumbai/hn/4213513766539949483/674803750424735040/na/hq/,Trident Bandra Kurla,Hotel,4.6
"Cullen Road, Near Vijay Park",Others,Alleppey,Kerala,India,0,http://www.goibibo.com/hotels/detail/Alleppey/hn/31335703284729576/275062114424793239/na/hq/,Thoms Homestay,Homestay,
"Udai Niwas,  Rang Manch Road, Civil LInes, Bikaner - 334001",Sadul Ganj,Bikaner,Rajasthan,India,1,http://www.goibibo.com/hotels/detail/Bikaner/hn/1560603270455679984/194131642933111447/na/hq/,Udai Niwas,BnB,
"The shade Munnar, Chitirapuram (P.O) Powerhouse - Kunjithanny Road, Idukki, Kerala Pin 685565",Kunjithanny Road,Idukki,Kerala,India,2,http://www.goibibo.com/hotels/detail/Idukki/hn/4448577645628143182/5963540151187007235/na/hq/,THE SHADE,Lodge,
"Parwanoo, Himachal Pradesh pin code-173220",Sector 2,Parwanoo,Himachal Pradesh,India,3,http://www.goibibo.com/hotels/detail/Parwanoo/hn/4098841562145914619/1273951261505859413/na/hq/,Timber Trail Heights,Resort,3.8
"Pallivasal P.O, 2nd Mile, Munnar, Idukki District",Pallivasal,Munnar,Kerala,India,2,http://www.goibibo.com/hotels/detail/Munnar/hn/1780299204263085384/8272923919624493824/na/hq/,The View,Hotel,2.9
"Ayyappa Society, Madhapur",Hi-Tech City,Hyderabad,Andhra Pradesh,India,1,http://www.goibibo.com/hotels/detail/Hyderabad/hn/2162254155836171767/833088043984773579/na/hq/,Usha Padmini Residency,Guest House,
"Trade Tower, Adjoining Unitech Infospace, Old Delhi Road, Sector 21, Gurgaon 122016, India",Udyog Vihar,Gurgaon,Haryana,India,0,http://www.goibibo.com/hotels/detail/Gurgaon/hn/1466927038870613796/5285147618746616550/na/hq/,Trinity Corporate Suites,Hotel,4.4
"Plot No. 45, Adalat Road, Opposite District Court, Chintamani Colony,Near ABC complex,",Mumbai-Nashik Highway,Aurangabad,Maharashtra,India,3,http://www.goibibo.com/hotels/detail/Aurangabad/hn/3546476842016126643/9016089093881822336/na/hq/,Treebo Royal Kourt,Hotel,3.8
"No. 2, 6th Cross Street, Lake Area, Nungambakkam, Chennai - 600034",Nandambakkam,Chennai,Tamil Nadu,India,2,http://www.goibibo.com/hotels/detail/Chennai/hn/4354390963378411938/21586982607951514/na/hq/,Treebo Elan,Hotel,4.6
"Next to Havmor Restaurant, Off C.G Road, Navrangpura, Ahmedabad-380009",Navrangpura,Ahmedabad,Gujarat,India,3,http://www.goibibo.com/hotels/detail/Ahmedabad/hn/6067246467661897899/6770791663535298621/na/hq/,Treebo Super Inn Armoise,Hotel,4.2
"Plot NO-48/49, VIP Road, Near Chandigarh Opposite Apple Height, Near Metro, Zirakpur",Zirakpur,Chandigarh,Punjab,India,3,http://www.goibibo.com/hotels/detail/Chandigarh/hn/1490240556082995568/8174598442804025415/na/hq/,The Shine Broadway,Hotel,3.3
"Survey No. 1, Village Ganghavare, Gangapur-Ganghavare Road, Nashik 422 222, Maharashtra, India.",Gangavarhe,Nashik,Maharashtra,India,0,http://www.goibibo.com/hotels/detail/Nashik/hn/7271871476923194551/6363643802226920613/na/hq/,The Soma Vineyard Resort - Living Beyond,Resort,4.1
"Near Girdhar Nagar School, Yashodhar Mehta Chowk, Girdhar Nagar, Ahmedabad, Gujarat",Ring Road,Ahmedabad,Gujarat,India,0,http://www.goibibo.com/hotels/detail/Ahmedabad/hn/6067246467661897899/2768741172892995781/na/hq/,Tushar Hotel,Hotel,
"V.P.O Gushaini, Tehsil Banjar, Distt Kullu,Himachal Pradesh",Tirthan Valley Banjar,Kullu,Himachal Pradesh,India,0,http://www.goibibo.com/hotels/detail/Kullu/hn/8540125979677725647/115966298599134126/na/hq/,Tirthan Holidays Camp &amp; Cottages,Resort,4.3
"108, Arjun Marg, DLF Phase-1, Gurgaon, Haryana-122001",Dlf Cyber City,Gurgaon,Haryana,India,2,http://www.goibibo.com/hotels/detail/Gurgaon/hn/1466927038870613796/3558849493682939358/na/hq/,Treebo Shivam Residencies,Hotel,5
"Exact Opp to Railway Station,Station Road",Nh-8 Pij Cross Road,Nadiad,Gujarat,India,4,http://www.goibibo.com/hotels/detail/Nadiad/hn/8944374369899718812/4510474301304424396/na/hq/,Tulsi Motel,Hotel,4.1
"SA Road, Near GCDA, Kadavanthara",Ernakulam,Ernakulam,Kerala,India,2,http://www.goibibo.com/hotels/detail/Ernakulam/hn/8210666562286566619/2126142943097602527/na/hq/,Tri-Star Regency,Hotel,3.4
"Village : Boharakot, PO : Amgarhi, Dist, Nainital  contact 0919411107945",Ramnagar,Corbett,Uttarakhand,India,5,http://www.goibibo.com/hotels/detail/Corbett/hn/6612277265847855481/6353789856076116561/na/hq/,The Rangers Reserve (The Registry Collection from Whyndham America),Resort,3.7
"B-272, Sector-50, Noida",Sector 50,Noida,Uttar Pradesh,India,0,http://www.goibibo.com/hotels/detail/Noida/hn/2311763083662248959/6857812776788630033/na/hq/,The Sunrise House,Hotel,2.6
"Barlowganj, Mussoorie",Barlowganj,Mussoorie,Uttarakhand,India,3,http://www.goibibo.com/hotels/detail/Mussoorie/hn/4206204899126402897/5326892442838419327/na/hq/,Tulip Inn Hotel Green N Breeze,Hotel,4.3
"8.5 Milestone , Rishi Road",Rishi Road,Kalimpong,West Bengal,India,2,http://www.goibibo.com/hotels/detail/Kalimpong/hn/680162234121389869/2425557757635869219/na/hq/,The Sood's Garden Retreat,Hotel,4.4
"NH-121, Bhakrakot, Mohan Ramnagar, Uttarakhand",Village Mohaan,Corbett,Uttarakhand,India,0,http://www.goibibo.com/hotels/detail/Corbett/hn/6612277265847855481/4723911970164253238/na/hq/,The WILD Rendezvous,Lodge,
"SCO 165-166, Sector 43 B,",Sector 43,Chandigarh,Punjab,India,3,http://www.goibibo.com/hotels/detail/Chandigarh/hn/1490240556082995568/8379604746793830585/na/hq/,The Tulip Chandigarh,Hotel,3.7
"MPM Millennium Wajihuddin Estate, Level 5,6,7 Himayath Nagar",Hyderabad City Centre,Hyderabad,Andhra Pradesh,India,3,http://www.goibibo.com/hotels/detail/Hyderabad/hn/2162254155836171767/1907100530167775815/na/hq/,Treebo Kubeera Palace,Hotel,4
"Mastipur,Japnese Temple Rd.",Maha Bodhi Temple Area,Bodh Gaya,Bihar,India,1,http://www.goibibo.com/hotels/detail/Bodh Gaya/hn/111111111190171702/8092918048676868094/na/hq/,Uruvela International Hotel,Hotel,
"Near Seashore,Kovalam Road,  Kanyakumari",Main Road,Kanyakumari,Tamil Nadu,India,3,http://www.goibibo.com/hotels/detail/Kanyakumari/hn/4049791448359331848/8281256910385103293/na/hq/,Tri Sea Hotel,Hotel,4
near NARMADA MANDIR SONMUDA ROAD AMARKANTAK,Narmada Temple,Amarkantak,Madhya Pradesh,India,0,http://www.goibibo.com/hotels/detail/Amarkantak/hn/8258702198993593156/4313853161675492433/na/hq/,THE RESIDENCY,Hotel,3
"144/7, Rajiv Gandhi Salai (OMR), Kottivakkam,",Chennai City Centre,Chennai,Tamil Nadu,India,5,http://www.goibibo.com/hotels/detail/Chennai/hn/4354390963378411938/4763887156607172625/na/hq/,Turyaa Chennai,Hotel,4.4
"Village-Jamun Tola, Near Khawasa, Pench",Village-Jamun Tola,Pench,Madhya Pradesh,India,0,http://www.goibibo.com/hotels/detail/Pench/hn/5625863579999999999/635380581573458712/na/hq/,United 21 Jungle Resort,Resort,5
"Near Kargil Park,Seri Bazar",Manali Pathankot Highway Nh-20,Mandi,Himachal Pradesh,India,3,http://www.goibibo.com/hotels/detail/Mandi/hn/1942142800698979882/4056689856143909220/na/hq/,The Regent Palm Hotel,Hotel,3.6
"No. 462, 2nd Block Jayanagar, Near Ashoka Pillar, Bengaluru",Jayanagar,Bangalore,Karnataka,India,3,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/19674706210723239/na/hq/,Treebo Akshaya Lalbagh Inn,Hotel,4.2
"Rangbari Rd, Sector - 5, Talwandi, Kota, Rajasthan 324005",Talwandi,Kota,Rajasthan,India,1,http://www.goibibo.com/hotels/detail/Kota/hn/5059572075609157517/4577783546670652662/na/hq/,UDAY REGENCY,Hotel,4.2
"Near Gautam Hotel, porvorim, Sangolda",Alto De Porvorim,Goa,Goa,India,0,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/7124040491483526360/na/hq/,THE VERDA VILLA,Villa,
"2 kms Before Kasauli Bus Stand,Below MES Bunglow ,Kasauli",Old Kasauli Road,Kasauli,Himachal Pradesh,India,0,http://www.goibibo.com/hotels/detail/Kasauli/hn/4390187315908495063/1434913860166207219/na/hq/,UNA Homestay Mahal farm,Homestay,4.6
"2, West Range, Near Tata Motor lexus Showroom, Beck Bagan,Kolkata",Ballygunge Area,Kolkata,West Bengal,India,3,http://www.goibibo.com/hotels/detail/Kolkata/hn/2066465017672827882/3249811542449893917/na/hq/,Treebo Orion West Willow,Hotel,4.1
"Survey No.198/1,198/2, Manavely Revenue Village, Maraimalai Adigal St, Ariyankuppam Post",Others,Pondicherry,Pondicherry,India,0,http://www.goibibo.com/hotels/detail/Pondicherry/hn/7247861711286471145/4915585236957813122/na/hq/,The Windflower Resorts &amp; Spa,Resort,4.4
"Ridsdale Rd, Fort Kochi, Kochi, Kerala 682001",Fort Kochi,Cochin,Kerala,India,0,http://www.goibibo.com/hotels/detail/Cochin/hn/8210666562286566619/3085836477815896187/na/hq/,TRINITY HOTEL,Hotel,
"H.no - 28/4 , S Block , DLF Phase 3 , Gurgaon",DLF Phase I I I,Gurgaon,Haryana,India,3,http://www.goibibo.com/hotels/detail/Gurgaon/hn/1466927038870613796/7975161017081844596/na/hq/,Tripo Cyber city Gurgaon,Guest House,3
"Jim Corbett National Park, Marchula",Marchula,Corbett,Uttarakhand,India,5,http://www.goibibo.com/hotels/detail/Corbett/hn/6612277265847855481/7616382416249383557/na/hq/,The Solluna Resort,Resort,4.4
"41, Nemi Nagar, Gandi Path,Vaishali Nagar, Jaipur",Others,Jaipur,Rajasthan,India,0,http://www.goibibo.com/hotels/detail/Jaipur/hn/4278754392716898526/1678501512604360727/na/hq/,Tordi palace,Hotel,
Haridwar By-Pass Road Near Mahindra Show Room Ajabpur Kalan Dehradun-248001,Haridwar Road,Dehradun,Uttarakhand,India,4,http://www.goibibo.com/hotels/detail/Dehradun/hn/1501602052591489281/8880570591491992155/na/hq/,The Solitaire,Hotel,4.2
"Kanchanjunga Dara, Hill Top Village Gylanka Road PS and Sub division",Upper Cart Road,Kalimpong,West Bengal,India,0,http://www.goibibo.com/hotels/detail/Kalimpong/hn/680162234121389869/4535740960229367025/na/hq/,The Sana Hill Top,Lodge,3.8
"Samdup Cottage, upper cart road, P.O. Kalimpong, Dist. Darjeeling, West Bengal",Upper Cart Road,Kalimpong,West Bengal,India,0,http://www.goibibo.com/hotels/detail/Kalimpong/hn/680162234121389869/3914738473622152143/na/hq/,The Shire Kalimpong Homestay,Homestay,
"Bhagsu Nag, Upper Dharamshala",Bhagsu Nag,Mcleodganj,Himachal Pradesh,India,3,http://www.goibibo.com/hotels/detail/Mcleodganj/hn/1307280128191747221/4609068004408725143/na/hq/,Triund Heights,Hotel,3.4
"181/1, Opposite CDRI Campus, Sitapur Road lucknow u.p",Sitapur Road,Lucknow,Uttar Pradesh,India,0,http://www.goibibo.com/hotels/detail/Lucknow/hn/9114123290289445387/8159688551052712693/na/hq/,The Revanta,Hotel,
"at post: Met Gutad , Panchgani - Mahabaleshwar Rd,",Panchgani Road,Mahabaleshwar,Maharashtra,India,3,http://www.goibibo.com/hotels/detail/Mahabaleshwar/hn/7813632526399525655/2349384579702630213/na/hq/,United 21 Resort,Resort,3.7
"9/1, 2nd Cross, Thulasithotham, balepet, Bangalore",Gandhi Nagar/ Majestic / City Railway Station,Bangalore,Karnataka,India,1,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/4620391474908383170/na/hq/,UG Deluxe,Hotel,3.1
"Off Katra Reasi Road, Katra, Vaishnovdevi",Reasi Road,Katra,Jammu and Kashmir,India,5,http://www.goibibo.com/hotels/detail/Katra/hn/4084082672692346641/7024621914862639778/na/hq/,The White Hotels,Hotel,4.5
"Nagpur Road, Near Tristar Cars",Tadoba Chandrapur,Chandrapur,Maharashtra,India,3,http://www.goibibo.com/hotels/detail/Chandrapur/hn/6568460547553850724/623661220800488118/na/hq/,Tristar Inn Pvt.Ltd.,Hotel,4.5
"Gadawah VIllage, Post Parasi, District Umaria, Bandhavgarh National Park.",Gohri Gate,Bandhavgarh,Madhya Pradesh,India,4,http://www.goibibo.com/hotels/detail/Bandhavgarh/hn/451293867744444444/4720244966231766740/na/hq/,The Roaring Salvan County,Resort,4.7
"43/A, B.N. Road, Hardinge Circle, Mysore",Bus Stand/Railway Station Area,Mysore,Karnataka,India,3,http://www.goibibo.com/hotels/detail/Mysore/hn/6237241643285427714/9106609648827985961/na/hq/,United 21,Hotel,4
Borunda pipar road teh. Merta,Others,Nagaur,Rajasthan,India,0,http://www.goibibo.com/hotels/detail/Nagaur/hn/1970588698569828714/8945557205573793253/na/hq/,Tukalgarh,Homestay,
"Konark Marine Drive, Puri, Odisha",Others,Puri,Orissa,India,4,http://www.goibibo.com/hotels/detail/Puri/hn/762718351731814005/2708923788152760150/na/hq/,Toshali Sands,Resort,4.2
"Odavayal,Ambalavayal",Sulthan Bathery,Wayanad,Kerala,India,3,http://www.goibibo.com/hotels/detail/Wayanad/hn/6194322623629521587/8259999701025617515/na/hq/,The Willow Resorts,Resort,4.5
"Tannijubbar,Narkanda",Others,Shimla,Himachal Pradesh,India,1,http://www.goibibo.com/hotels/detail/Shimla/hn/1449073512565742573/1731868053855712517/na/hq/,The Wilderness,Hotel,
"13/ 15 Pangoli Village , Thakurwadi , Near Tungarli Village",Tungarli Lake Area,Lonavala,Maharashtra,India,3,http://www.goibibo.com/hotels/detail/Lonavala/hn/2562341919299046803/1834728809265786352/na/hq/,Upper Deck Resort,Resort,4.7
"Circuit House Road, Dist. Kullu, Manali",Old Manali,Manali,Himachal Pradesh,India,2,http://www.goibibo.com/hotels/detail/Manali/hn/2242315224277940906/5684644597250964403/na/hq/,Tourist Hotel,Hotel,4.2
"plot no-116,Acharya Marg,Lumbini Enclave,Hi Tech City,Hyderabad",Hi-Tech City,Hyderabad,Andhra Pradesh,India,3,http://www.goibibo.com/hotels/detail/Hyderabad/hn/2162254155836171767/8643005942726952928/na/hq/,Treebo KSR Park,Hotel,3.7
"Village Tala Bandhavgarh National Park District Umaria Bandhavgarh -  Madhya Pradesh, India",Village Tala,Bandhavgarh,Madhya Pradesh,India,2,http://www.goibibo.com/hotels/detail/Bandhavgarh/hn/451293867744444444/4943787618213360199/na/hq/,Tiger's Den Resort,Resort,3.5
"15/200,B-2,civil Lines",Civil Lines,Kanpur,Uttar Pradesh,India,3,http://www.goibibo.com/hotels/detail/Kanpur/hn/8312659373678178248/5807254741661595904/na/hq/,The Villa,Hotel,3.6
A 502 bansal towers exhibition road patna Bihar,salimpur,Patna,Bihar,India,0,http://www.goibibo.com/hotels/detail/Patna/hn/1074493438533185937/3220427704164997903/na/hq/,The SAI residence,Service Apartment,5
"Kashi Marg,Namnamg Road(M.G.Marg) Gangtok, East Sikhim",Nam Nang Road,Gangtok,Sikkim,India,1,http://www.goibibo.com/hotels/detail/Gangtok/hn/1196252839838244621/3417417006159194395/na/hq/,Trateng Residency,Hotel,
"Village Sherpur, Khelchipur ,Sawai Madhopur",Ranthambhore,Sawai Madhopur,Rajasthan,India,3,http://www.goibibo.com/hotels/detail/Sawai Madhopur/hn/8314560716455433059/7860842667630692515/na/hq/,Tiger Moon Resort,Resort,3.7
"V 235 A1 to A54, Karottukayal Kumarakom, Kottayam",Sreenivasa Iyer Road,Kottayam,Kerala,India,5,http://www.goibibo.com/hotels/detail/Kottayam/hn/7668653265335023650/980588814432723639/na/hq/,"The Zuri Kumarakom, Kerala Resort &amp; Spa",Resort,4.2
"360, Ward 12/B, Gandhidham,  Kutch 370 201, Gujarat",tagore road,Gandhidham,Gujarat,India,3,http://www.goibibo.com/hotels/detail/Gandhidham/hn/3117227037682032455/6873714660973957016/na/hq/,The Shiv Regency,Hotel,2.3
"No 5, 120 feet road, Mattuthavani to surveyor colony road",Shenoy Nagar,Madurai,Tamil Nadu,India,3,http://www.goibibo.com/hotels/detail/Madurai/hn/4251640124790308184/2276676891140405562/na/hq/,V Grand Hotel,Hotel,3.1
"Opp. Nagari eye hospital,Near Gujarat College,Ellis bridge",Ellis Bridge Area,Ahmedabad,Gujarat,India,3,http://www.goibibo.com/hotels/detail/Ahmedabad/hn/6067246467661897899/7937467877155298217/na/hq/,Urbane The Hotel,Hotel,4.7
"21, Periyar Road, T.Nagar",Chennai City Centre,Chennai,Tamil Nadu,India,2,http://www.goibibo.com/hotels/detail/Chennai/hn/4354390963378411938/842203099729389773/na/hq/,Thulashi Park,Hotel,4
"114, K.H.Road, Near Richmond Circle/Shanti Nagar Bus Stop",Lal Bagh Botanical Gardens,Bangalore,Karnataka,India,3,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/684403909686853349/na/hq/,Tiffanys,Hotel,2.8
"D-803, CV Raman Marg, New Friends Colony, New Delhi, Delhi 110025",Okhla,Delhi,Delhi,India,3,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/4260349822481479396/na/hq/,Treebo Royce,Hotel,4
"New No. 15, Old No. 9, Peters Road, Royapettah, Chennai 600014",Mylapore,Chennai,Tamil Nadu,India,3,http://www.goibibo.com/hotels/detail/Chennai/hn/4354390963378411938/1865264402265893194/na/hq/,Treebo Saravana Boutique Inn,Hotel,3.9
"Asiatic apartment,  Cobrawada,  Calangute,  Goa",Calangute Area,Goa,Goa,India,0,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/8391623932779668238/na/hq/,Travellers holiday,Hotel,
"29, Church St, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001",City Center - MG Road / Near,Bangalore,Karnataka,India,3,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/5628028767200192630/na/hq/,Treebo 29th Church's Inn,Hotel,3.5
"472-73, K.K.Nagar, Madurai-625020",Vandiyur Lake Area,Madurai,Tamil Nadu,India,0,http://www.goibibo.com/hotels/detail/Madurai/hn/4251640124790308184/3506511673311360686/na/hq/,Urban Spice -Service Apartments,Service Apartment,
A 384/3 Gali number 3,"Delhi Airport, Mahipalpur, Aerocity",Delhi,Delhi,India,0,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/4348780945891295819/na/hq/,Urmil Guest House,Guest House,4.6
"Nunwan Pahalgam,",Main Market,Pahalgam,Jammu and Kashmir,India,3,http://www.goibibo.com/hotels/detail/Pahalgam/hn/8690604689099662109/9106354249231511790/na/hq/,The Villagio,Hotel,4.4
"Pune-Bangalore Road,Sattur",Hubli Dharwad Highway,Hubli,Karnataka,India,0,http://www.goibibo.com/hotels/detail/Hubli/hn/4175146706007535451/2863777428800330389/na/hq/,Travel Inn,BnB,2.5
"#65 Residency Road, Toucan Plaza",City Center - Mg Road / Near,Bangalore,Karnataka,India,3,http://www.goibibo.com/hotels/detail/Bangalore/hn/6771549831164675055/7178665866401624680/na/hq/,THE Regal Residency,Hotel,3.8
"PB No. 2310,Palarivattom",Ernakulam,Cochin,Kerala,India,4,http://www.goibibo.com/hotels/detail/Cochin/hn/8210666562286566619/3287494008831633347/na/hq/,The Renai Cochin,Hotel,4.1
Buddhist Temple Road Polo Shillong 793001,Police Bazar,Shillong,Meghalaya,India,0,http://www.goibibo.com/hotels/detail/Shillong/hn/5893379290811218651/2878158655631974554/na/hq/,TRAVELLERS BED &amp; BREAKFAST,BnB,4.2
"71, Ganga Vihar, Near Shantikunj Rishikesh Road, Bhupatwala",Shantikunj,Haridwar,Uttarakhand,India,3,http://www.goibibo.com/hotels/detail/Haridwar/hn/3545728938069300513/6329588968173644547/na/hq/,The Urmi,Hotel,4.5
"marinha dourada road, arpora",Baga Area,Goa,Goa,India,0,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/519642091398188764/na/hq/,TRIPPY,Service Apartment,3.7
"T B Homestay Chickmangalur Muthodi Road, Byaravalli, Karnataka 577130",Mallandur,Chikmagalur,Karnataka,India,1,http://www.goibibo.com/hotels/detail/Chikmagalur/hn/4801527334652294087/2200569891590930644/na/hq/,Travellers Bunglow Homestay,Homestay,
